"","Other_Veg","Grass","Shrub","Tree","site_unique","vegetation_type","site_location_name"
"1","0.792079207920792",4.15841584158416,1.88118811881188,33.5643564356436,"NSABBS0001-58580","Grass","NSABBS0001"
"2","1.38613861386139",5.34653465346535,18.9108910891089,25.7425742574257,"NSABBS0002-58555","Grass","NSABBS0002"
"3","0",0,12.1782178217822,40,"NSABBS0003-58581","Tree","NSABBS0003"
"4","0",0.099009900990099,2.37623762376238,60.3960396039604,"NSABBS0004-58556","Tree","NSABBS0004"
"5","0",0,10.1980198019802,50.6930693069307,"NSABBS0005-58582","Tree","NSABBS0005"
"6","0",0.198019801980198,5.34653465346535,59.4059405940594,"NSABBS0006-58557","Tree","NSABBS0006"
"7","0",10.2868447082097,16.2215628090999,0,"NSABHC0001-53596","Shrub","NSABHC0001"
"8","0",17.9207920792079,12.1782178217822,0,"NSABHC0002-53597","Grass","NSABHC0002"
"9","0",1.86274509803922,23.4313725490196,0,"NSABHC0003-53598","Shrub","NSABHC0003"
"10","0",22.7722772277228,13.960396039604,0,"NSABHC0004-53599","Grass","NSABHC0004"
"11","0",40.1980198019802,6.73267326732673,0,"NSABHC0005-53600","Shrub","NSABHC0005"
"12","0",32.8712871287129,17.6237623762376,0,"NSABHC0006-53601","Grass","NSABHC0006"
"13","0",20.8910891089109,20.8910891089109,0,"NSABHC0007-53602","Shrub","NSABHC0007"
"14","0",14.4117647058824,17.9411764705882,0,"NSABHC0008-53603","Shrub","NSABHC0008"
"15","0",23.0693069306931,18.4158415841584,0,"NSABHC0009-53604","Grass","NSABHC0009"
"16","0",24.6534653465347,19.5049504950495,0.396039603960396,"NSABHC0009-58026","Grass","NSABHC0009"
"17","0",5.83580613254204,9.00098911968348,0,"NSABHC0010-53605","Shrub","NSABHC0010"
"18","0",15.3921568627451,18.6274509803922,0,"NSABHC0011-53606","Shrub","NSABHC0011"
"19","0",22.156862745098,10.7843137254902,0,"NSABHC0012-53607","Grass","NSABHC0012"
"20","0",19.8019801980198,19.3069306930693,0,"NSABHC0012-58022","Grass","NSABHC0012"
"21","0",14.7233201581028,7.11462450592885,0,"NSABHC0013-53608","Shrub","NSABHC0013"
"22","0",16.7647058823529,9.01960784313725,0,"NSABHC0014-53609","Shrub","NSABHC0014"
"23","0",28.9108910891089,16.4356435643564,0,"NSABHC0015-57104","Grass","NSABHC0015"
"24","0",3.06930693069307,8.21782178217822,0,"NSABHC0016-57105","Shrub","NSABHC0016"
"25","0",18.4158415841584,3.76237623762376,0,"NSABHC0017-57106","Shrub","NSABHC0017"
"26","0",16.9306930693069,8.91089108910891,0,"NSABHC0018-57077","Shrub","NSABHC0018"
"27","0",24.950495049505,10.990099009901,0,"NSABHC0019-57078","Grass","NSABHC0019"
"28","0",25.5445544554455,5.44554455445545,0,"NSABHC0020-57599","Shrub","NSABHC0020"
"29","0.099009900990099",20.2970297029703,1.58415841584158,0,"NSABHC0021-57098","Grass","NSABHC0021"
"30","0",2.57425742574257,10.8910891089109,0,"NSABHC0022-57086","Grass","NSABHC0022"
"31","0.099009900990099",12.8712871287129,4.95049504950495,0,"NSABHC0023-57099","Shrub","NSABHC0023"
"32","0",19.2079207920792,2.87128712871287,0,"NSABHC0024-57100","Shrub","NSABHC0024"
"33","0",21.4851485148515,1.78217821782178,0,"NSABHC0025-57101","Grass","NSABHC0025"
"34","0",22.1782178217822,7.22772277227723,0,"NSABHC0026-57102","Shrub","NSABHC0026"
"35","0",2.67326732673267,4.95049504950495,9.8019801980198,"NSABHC0028-58027","Tree","NSABHC0028"
"36","0",4.25742574257426,0.693069306930693,68.019801980198,"NSABHC0029-58028","Tree","NSABHC0029"
"37","0",0.891089108910891,5.34653465346535,0,"NSACHC0001-58574","Shrub","NSACHC0001"
"38","0",1.08910891089109,8.71287128712871,14.9504950495049,"NSACHC0002-58558","Shrub","NSACHC0002"
"39","0",0.891089108910891,5.24752475247525,15.7425742574257,"NSACHC0003-58575","Shrub","NSACHC0003"
"40","0",0.396039603960396,23.1683168316832,0.891089108910891,"NSACHC0004-58576","Shrub","NSACHC0004"
"41","0",1.08910891089109,0,12.1782178217822,"NSACOP0001-58551","Tree","NSACOP0001"
"42","0",0.198019801980198,0.198019801980198,30.0990099009901,"NSACOP0002-58552","Tree","NSACOP0002"
"43","0.099009900990099",37.1287128712871,9.00990099009901,0,"NSAMDD0001-56965","Shrub","NSAMDD0001"
"44","0",11.2871287128713,1.68316831683168,42.6732673267327,"NSAMDD0002-56952","Tree","NSAMDD0002"
"45","0",2.77227722772277,50.8910891089109,0.594059405940594,"NSAMDD0003-56968","Shrub","NSAMDD0003"
"46","0",10.8910891089109,16.6336633663366,10.5940594059406,"NSAMDD0004-56953","Shrub","NSAMDD0004"
"47","0",3.06930693069307,4.15841584158416,24.6534653465347,"NSAMDD0005-56969","Shrub","NSAMDD0005"
"48","0",1.18811881188119,23.5643564356436,11.7821782178218,"NSAMDD0006-56954","Shrub","NSAMDD0006"
"49","0",6.43564356435644,19.2079207920792,13.6633663366337,"NSAMDD0007-56970","Grass","NSAMDD0007"
"50","0",0.594059405940594,28.019801980198,2.87128712871287,"NSAMDD0008-56955","Shrub","NSAMDD0008"
"51","0.297029702970297",0,2.37623762376238,29.9009900990099,"NSAMDD0009-56971","Tree","NSAMDD0009"
"52","0",30.3960396039604,22.6732673267327,0.297029702970297,"NSAMDD0010-56956","Grass","NSAMDD0010"
"53","0",11.4851485148515,1.18811881188119,15.049504950495,"NSAMDD0011-56981","Tree","NSAMDD0011"
"54","0",0,7.52475247524752,0,"NSAMDD0012-56957","Shrub","NSAMDD0012"
"55","0",9.40594059405941,11.1881188118812,11.4851485148515,"NSAMDD0013-56982","Grass","NSAMDD0013"
"56","0",24.7524752475248,2.27722772277228,23.7623762376238,"NSAMDD0014-56963","Grass","NSAMDD0014"
"57","0",0,5.44554455445545,24.6534653465347,"NSAMDD0015-57636","Shrub","NSAMDD0015"
"58","0",25.7425742574257,10.6930693069307,0,"NSAMDD0016-56973","Grass","NSAMDD0016"
"59","0.099009900990099",1.18811881188119,6.43564356435644,22.6732673267327,"NSAMDD0017-57080","Shrub","NSAMDD0017"
"60","0",0.693069306930693,16.5346534653465,29.6039603960396,"NSAMDD0018-56976","Tree","NSAMDD0018"
"61","0",33.2673267326733,0.297029702970297,0.99009900990099,"NSAMDD0019-57081","Grass","NSAMDD0019"
"62","0",7.82178217821782,3.16831683168317,25.9405940594059,"NSAMDD0020-56984","Grass","NSAMDD0020"
"63","0",15.049504950495,3.36633663366337,10.5940594059406,"NSAMDD0021-57082","Shrub","NSAMDD0021"
"64","0",0.203252032520325,42.479674796748,17.5813008130081,"NSAMDD0022-56985","Shrub","NSAMDD0022"
"65","0",18.019801980198,7.22772277227723,12.970297029703,"NSAMDD0023-57083","Shrub","NSAMDD0023"
"66","0",9.7029702970297,23.8613861386139,0.99009900990099,"NSAMDD0024-56986","Grass","NSAMDD0024"
"67","0",7.82178217821782,2.27722772277228,16.039603960396,"NSAMDD0025-57084","Grass","NSAMDD0025"
"68","0",15.8415841584158,7.52475247524752,0,"NSAMDD0026-56987","Shrub","NSAMDD0026"
"69","0.198019801980198",0.693069306930693,2.37623762376238,29.1089108910891,"NSAMDD0027-57087","Tree","NSAMDD0027"
"70","0",1.38613861386139,25.9405940594059,0,"NSAMDD0028-56988","Shrub","NSAMDD0028"
"71","0",10.3960396039604,15.6435643564356,0,"NSAMDD0029-57088","Shrub","NSAMDD0029"
"72","0",2.27722772277228,8.51485148514852,18.019801980198,"NSAMDD0030-56989","Shrub","NSAMDD0030"
"73","0",0.495049504950495,19.6039603960396,11.6831683168317,"NSAMDD0031-58572","Shrub","NSAMDD0031"
"74","0",3.46534653465347,2.37623762376238,31.4851485148515,"NSAMDD0032-58573","Tree","NSAMDD0032"
"75","0",0,23.960396039604,0.297029702970297,"NSAMUL0001-58549","Shrub","NSAMUL0001"
"76","0",1.78217821782178,15.5445544554455,19.2079207920792,"NSAMUL0002-58559","Tree","NSAMUL0002"
"77","1.68316831683168",0.396039603960396,6.23762376237624,16.3366336633663,"NSAMUL0003-58550","Shrub","NSAMUL0003"
"78","0.099009900990099",0.198019801980198,0.396039603960396,40.8910891089109,"NSAMUL0004-58560","Tree","NSAMUL0004"
"79","0",14.8514851485149,2.57425742574257,61.8811881188119,"NSANAN0001-58583","Tree","NSANAN0001"
"80","0",2.97029702970297,1.58415841584158,46.8316831683168,"NSANAN0002-58561","Tree","NSANAN0002"
"81","0",3.86138613861386,11.1881188118812,44.7524752475248,"NSANET0001-58584","Tree","NSANET0001"
"82","2.77227722772277",13.1683168316832,0,64.4554455445545,"NSANET0002-58710","Tree","NSANET0002"
"83","0.099009900990099",3.86138613861386,2.77227722772277,65.3465346534654,"NSANET0003-58725","Tree","NSANET0003"
"84","0.198019801980198",8.21782178217822,0.396039603960396,55.7425742574257,"NSANET0004-58706","Grass","NSANET0004"
"85","0.198019801980198",12.970297029703,0.693069306930693,58.4158415841584,"NSANSS0001-58579","Tree","NSANSS0001"
"86","0",2.17821782178218,1.78217821782178,57.8217821782178,"NSANSS0002-58562","Tree","NSANSS0002"
"87","0",3.7037037037037,2.77777777777778,50.9259259259259,"NSTNSS0001-57641","Tree","NSTNSS0001"
"88","0.099009900990099",6.63366336633663,37.9207920792079,38.9108910891089,"NSTSYB0001-58122","Grass","NSTSYB0001"
"89","0",3.06930693069307,21.7821782178218,64.4554455445545,"NSTSYB0002-58008","Tree","NSTSYB0002"
"90","0.099009900990099",2.47524752475248,25.7425742574257,57.1287128712871,"NSTSYB0003-58414","Tree","NSTSYB0003"
"91","0.297029702970297",4.05940594059406,13.6633663366337,71.2871287128713,"NSTSYB0004-58493","Tree","NSTSYB0004"
"92","0.099009900990099",9.9009900990099,24.2574257425743,49.2079207920792,"NSTSYB0005-58501","Grass","NSTSYB0005"
"93","1.98019801980198",1.08910891089109,17.4257425742574,55.2475247524753,"NSTSYB0006-58502","Tree","NSTSYB0006"
"94","0.297029702970297",16.5346534653465,8.71287128712871,56.2376237623762,"NSTSYB0007-58496","Shrub","NSTSYB0007"
"95","0",13.6633663366337,1.18811881188119,55.3465346534654,"NSTSYB0008-58503","Tree","NSTSYB0008"
"96","0.099009900990099",16.9306930693069,35.3465346534653,26.7326732673267,"NSTSYB0009-57649","Shrub","NSTSYB0009"
"97","0",21.2871287128713,3.06930693069307,44.7524752475248,"NTAARP0001-58422","Tree","NTAARP0001"
"98","0",21.5841584158416,5.14851485148515,23.6633663366337,"NTAARP0002-58423","Shrub","NTAARP0002"
"99","0",6.33663366336634,3.46534653465347,19.4059405940594,"NTAARP0003-58424","Grass","NTAARP0003"
"100","0",13.0693069306931,11.3861386138614,27.029702970297,"NTAARP0004-58918","Tree","NTAARP0004"
"101","0",41.5841584158416,16.8316831683168,26.1386138613861,"NTAARP0004-58932","Grass","NTAARP0004"
"102","0",24.7524752475248,18.1188118811881,32.7722772277228,"NTAARP0005-58919","Tree","NTAARP0005"
"103","0",17.5247524752475,10.990099009901,48.1188118811881,"NTAARP0005-58933","Tree","NTAARP0005"
"104","0",9.20792079207921,40.5940594059406,0,"NTABRT0001-53616","Grass","NTABRT0001"
"105","0",17.2277227722772,12.6732673267327,16.7326732673267,"NTABRT0001-58861","Grass","NTABRT0001"
"106","0.396039603960396",2.87128712871287,55.7425742574257,0.198019801980198,"NTABRT0002-53617","Shrub","NTABRT0002"
"107","0",17.7227722772277,10.6930693069307,23.7623762376238,"NTABRT0002-58862","Tree","NTABRT0002"
"108","0.099009900990099",15.2475247524752,38.4158415841584,0.297029702970297,"NTABRT0003-53618","Shrub","NTABRT0003"
"109","0",30.0990099009901,1.18811881188119,22.0792079207921,"NTABRT0003-58872","Grass","NTABRT0003"
"110","0",14.1724479682854,30.8225966303271,0,"NTABRT0004-53619","Shrub","NTABRT0004"
"111","0",15.1485148514851,28.6138613861386,0,"NTABRT0004-58873","Shrub","NTABRT0004"
"112","0",40.4950495049505,2.97029702970297,0.396039603960396,"NTABRT0005-53620","Grass","NTABRT0005"
"113","0",30.1980198019802,0.297029702970297,1.88118811881188,"NTABRT0005-58863","Grass","NTABRT0005"
"114","0",9.10891089108911,32.1782178217822,0.594059405940594,"NTABRT0006-53621","Grass","NTABRT0006"
"115","0",23.3663366336634,32.970297029703,1.48514851485149,"NTABRT0006-58864","Shrub","NTABRT0006"
"116","0",35.7425742574257,0.99009900990099,0.297029702970297,"NTABRT0007-58865","Grass","NTABRT0007"
"117","0",8.81188118811881,17.029702970297,0,"NTABRT0008-58866","Grass","NTABRT0008"
"118","0",50.8910891089109,11.1881188118812,29.6039603960396,"NTADAC0001-53518","Grass","NTADAC0001"
"119","0",24.0594059405941,15.7425742574257,26.6336633663366,"NTADAC0002-58039","Tree","NTADAC0002"
"120","0",20.2970297029703,4.35643564356436,0.099009900990099,"NTADMR0001-58868","Shrub","NTADMR0001"
"121","0",23.8613861386139,2.87128712871287,0.396039603960396,"NTADMR0002-58869","Grass","NTADMR0002"
"122","0",20.6930693069307,1.38613861386139,0.297029702970297,"NTAFIN0001-53519","Grass","NTAFIN0001"
"123","0",10.0990099009901,2.17821782178218,0.198019801980198,"NTAFIN0001-58009","Shrub","NTAFIN0001"
"124","0",15.5445544554455,1.98019801980198,0,"NTAFIN0001-58735","Grass","NTAFIN0001"
"125","0",51.6288252714709,4.44225074037512,19.64461994077,"NTAFIN0002-53622","Grass","NTAFIN0002"
"126","0",21.4851485148515,17.1287128712871,8.31683168316832,"NTAFIN0002-58018","Tree","NTAFIN0002"
"127","0",16.8316831683168,16.6336633663366,11.980198019802,"NTAFIN0002-58787","Grass","NTAFIN0002"
"128","0",7.02970297029703,0.891089108910891,13.3663366336634,"NTAFIN0003-53623","Grass","NTAFIN0003"
"129","0",4.75247524752475,3.66336633663366,14.1584158415842,"NTAFIN0003-58017","Grass","NTAFIN0003"
"130","0",11.980198019802,5.74257425742574,12.4752475247525,"NTAFIN0003-58788","Shrub","NTAFIN0003"
"131","0.297029702970297",24.8514851485149,35.049504950495,0,"NTAFIN0004-53624","Shrub","NTAFIN0004"
"132","0",0.693069306930693,30.7920792079208,10.2970297029703,"NTAFIN0004-58010","Shrub","NTAFIN0004"
"133","0.297029702970297",0.693069306930693,34.7524752475247,8.01980198019802,"NTAFIN0004-58789","Tree","NTAFIN0004"
"134","0",26.8849206349206,12.1031746031746,0.396825396825397,"NTAFIN0005-53625","Grass","NTAFIN0005"
"135","0",3.46534653465347,9.00990099009901,3.76237623762376,"NTAFIN0005-58011","Shrub","NTAFIN0005"
"136","0",3.26732673267327,10.8910891089109,3.76237623762376,"NTAFIN0005-58736","Tree","NTAFIN0005"
"137","0",1.38613861386139,0.693069306930693,0,"NTAFIN0006-53626","Grass","NTAFIN0006"
"138","0",10.6930693069307,1.68316831683168,0.099009900990099,"NTAFIN0006-58012","Grass","NTAFIN0006"
"139","0",23.5643564356436,2.47524752475248,0.396039603960396,"NTAFIN0006-58737","Grass","NTAFIN0006"
"140","0",7.02970297029703,2.07920792079208,0,"NTAFIN0007-53627","Grass","NTAFIN0007"
"141","0",14.4554455445545,2.17821782178218,0,"NTAFIN0007-58013","Shrub","NTAFIN0007"
"142","0",10,6.93069306930693,0.297029702970297,"NTAFIN0007-58715","Shrub","NTAFIN0007"
"143","0",4.25742574257426,1.18811881188119,0,"NTAFIN0008-53628","Grass","NTAFIN0008"
"144","0",40.6930693069307,3.06930693069307,0,"NTAFIN0008-58014","Grass","NTAFIN0008"
"145","0",41.1881188118812,3.66336633663366,0,"NTAFIN0008-58790","Grass","NTAFIN0008"
"146","0",3.26732673267327,10.1980198019802,0.99009900990099,"NTAFIN0009-53629","Grass","NTAFIN0009"
"147","0",11.0891089108911,16.1386138613861,2.47524752475248,"NTAFIN0009-58015","Tree","NTAFIN0009"
"148","0",13.6633663366337,15.8415841584158,4.65346534653465,"NTAFIN0009-58738","Tree","NTAFIN0009"
"149","0",7.52475247524752,2.57425742574257,0,"NTAFIN0010-53630","Grass","NTAFIN0010"
"150","0",22.6732673267327,6.73267326732673,0,"NTAFIN0010-58016","Shrub","NTAFIN0010"
"151","0",20.8910891089109,7.02970297029703,0.297029702970297,"NTAFIN0010-58786","Shrub","NTAFIN0010"
"152","0",43.1683168316832,15.049504950495,0.99009900990099,"NTAFIN0011-53631","Grass","NTAFIN0011"
"153","0",16.1646586345382,16.566265060241,1.90763052208835,"NTAFIN0011-58019","Shrub","NTAFIN0011"
"154","0",9.5049504950495,18.5148514851485,0.792079207920792,"NTAFIN0011-58739","Grass","NTAFIN0011"
"155","0",39.4059405940594,6.23762376237624,0,"NTAFIN0012-53632","Shrub","NTAFIN0012"
"156","0",5.04950495049505,8.11881188118812,23.8613861386139,"NTAFIN0013-53633","Shrub","NTAFIN0013"
"157","0",34.5544554455446,2.07920792079208,6.73267326732673,"NTAFIN0014-53634","Tree","NTAFIN0014"
"158","0",5.84158415841584,2.47524752475248,31.0891089108911,"NTAFIN0015-53635","Grass","NTAFIN0015"
"159","0",25.6435643564356,3.96039603960396,0,"NTAFIN0016-53636","Shrub","NTAFIN0016"
"160","0",20.4950495049505,0,12.1782178217822,"NTAFIN0017-53637","Grass","NTAFIN0017"
"161","0",8.61386138613861,23.2673267326733,0.099009900990099,"NTAFIN0018-53638","Grass","NTAFIN0018"
"162","0",36.4356435643564,3.16831683168317,11.1881188118812,"NTAFIN0019-53639","Grass","NTAFIN0019"
"163","0",41.8811881188119,0.198019801980198,7.42574257425743,"NTAFIN0020-53640","Tree","NTAFIN0020"
"164","0",7.82178217821782,4.35643564356436,0,"NTAFIN0021-53641","Grass","NTAFIN0021"
"165","0",8.51485148514852,16.7326732673267,0,"NTAFIN0022-53642","Grass","NTAFIN0022"
"166","0",24.3564356435644,5.44554455445545,10.0990099009901,"NTAFIN0023-53643","Shrub","NTAFIN0023"
"167","0",0.99009900990099,10.4950495049505,12.8712871287129,"NTAFIN0024-53644","Tree","NTAFIN0024"
"168","0",19.6039603960396,13.960396039604,0,"NTAFIN0025-53645","Grass","NTAFIN0025"
"169","0",23.6633663366337,20.0990099009901,0.198019801980198,"NTAFIN0026-53646","Grass","NTAFIN0026"
"170","0",42.0792079207921,0.693069306930693,0,"NTAFIN0027-53647","Grass","NTAFIN0027"
"171","0",7.22772277227723,7.52475247524752,0,"NTAFIN0028-53746","Shrub","NTAFIN0028"
"172","0",20.7920792079208,2.27722772277228,0,"NTAFIN0029-53747","Grass","NTAFIN0029"
"173","0",5.94059405940594,41.5841584158416,0,"NTAFIN0030-53748","Grass","NTAFIN0030"
"174","0",4.25742574257426,13.3663366336634,0,"NTAFIN0031-53749","Grass","NTAFIN0031"
"175","0",21.2871287128713,22.970297029703,0,"NTAFIN0032-53750","Shrub","NTAFIN0032"
"176","0",22.3762376237624,13.1683168316832,2.67326732673267,"NTAFIN0033-53751","Grass","NTAFIN0033"
"177","0",36.4356435643564,8.81188118811881,6.63366336633663,"NTAGFU0001-53648","Shrub","NTAGFU0001"
"178","0",36.2376237623762,1.78217821782178,9.40594059405941,"NTAGFU0002-53649","Tree","NTAGFU0002"
"179","0",21.7821782178218,0.297029702970297,24.2574257425743,"NTAGFU0003-53650","Tree","NTAGFU0003"
"180","0",26.3366336633663,2.67326732673267,0.396039603960396,"NTAGFU0004-53651","Grass","NTAGFU0004"
"181","0",29.009900990099,14.4554455445545,13.960396039604,"NTAGFU0005-53652","Grass","NTAGFU0005"
"182","0",64.8514851485149,2.47524752475248,6.33663366336634,"NTAGFU0006-53653","Grass","NTAGFU0006"
"183","0",39.8019801980198,4.35643564356436,0,"NTAGFU0007-53654","Shrub","NTAGFU0007"
"184","0",34.6534653465347,0.099009900990099,1.88118811881188,"NTAGFU0008-53655","Grass","NTAGFU0008"
"185","0",26.9306930693069,7.72277227722772,12.8712871287129,"NTAGFU0009-53656","Shrub","NTAGFU0009"
"186","0.099009900990099",33.960396039604,0,18.7128712871287,"NTAGFU0010-53657","Grass","NTAGFU0010"
"187","0",39.7029702970297,13.2673267326733,8.61386138613861,"NTAGFU0011-53658","Tree","NTAGFU0011"
"188","0",29.3069306930693,1.48514851485149,17.9207920792079,"NTAGFU0012-53659","Grass","NTAGFU0012"
"189","0",35.8415841584158,25.2475247524752,2.17821782178218,"NTAGFU0013-53660","Grass","NTAGFU0013"
"190","0",20,1.48514851485149,13.1683168316832,"NTAGFU0014-53661","Grass","NTAGFU0014"
"191","0",40.5940594059406,9.7029702970297,8.81188118811881,"NTAGFU0015-53662","Shrub","NTAGFU0015"
"192","0",35.7779980178394,18.7314172447968,0.792864222001982,"NTAGFU0016-53663","Grass","NTAGFU0016"
"193","0",37.9207920792079,28.6138613861386,4.55445544554455,"NTAGFU0017-53664","Tree","NTAGFU0017"
"194","0",22.5742574257426,0,37.7227722772277,"NTAGFU0018-53665","Tree","NTAGFU0018"
"195","0",39.4059405940594,8.61386138613861,11.5841584158416,"NTAGFU0019-53666","Shrub","NTAGFU0019"
"196","0",39.1089108910891,35.3465346534653,0.792079207920792,"NTAGFU0020-53667","Grass","NTAGFU0020"
"197","0",25.7425742574257,23.8613861386139,5.94059405940594,"NTAGFU0021-53668","Tree","NTAGFU0021"
"198","0",32.5742574257426,0.099009900990099,13.3663366336634,"NTAGFU0022-53669","Grass","NTAGFU0022"
"199","0",19.1089108910891,43.8613861386139,0.891089108910891,"NTAGFU0023-53670","Shrub","NTAGFU0023"
